0,0.000000
10,0.000007
20,0.000014
30,0.000026
40,0.000042
50,0.000045
60,0.000066
70,0.000061
80,0.000079
90,0.000089
100,0.000095
110,0.000122
120,0.000123
130,0.000142
140,0.000144
150,0.000163
160,0.000173
170,0.000333
180,0.000301
190,0.000218
200,0.000239
210,0.000273
220,0.000275
230,0.000284
240,0.000287
250,0.000359
260,0.000339
270,0.000332
280,0.000385
290,0.000418
300,0.000388
310,0.000370
320,0.000424
330,0.000410
340,0.000400
350,0.000444
360,0.000401
370,0.000352
380,0.000335
390,0.000333
400,0.000320
410,0.000186
420,0.000172
430,0.000183
440,0.000190
450,0.000212
460,0.000201
470,0.000224
480,0.000246
490,0.000274
500,0.000234
510,0.000238
520,0.000302
530,0.000213
540,0.000235
550,0.000257
560,0.000241
570,0.000232
580,0.000243
590,0.000245
600,0.000264
610,0.000271
620,0.000269
630,0.000301
640,0.000281
650,0.000277
660,0.000364
670,0.000301
680,0.000318
690,0.000317
700,0.000334
710,0.000307
720,0.000311
730,0.000335
740,0.000323
750,0.000368
760,0.000361
770,0.000366
780,0.000359
790,0.000380
800,0.000365
810,0.000385
820,0.000442
830,0.000548
840,0.000400
850,0.000440
860,0.000675
870,0.000592
880,0.000530
890,0.000522
900,0.000468
910,0.000453
920,0.000674
930,0.000451
940,0.000485
950,0.000468
960,0.000454
970,0.000469
980,0.000471
990,0.000484
1000,0.000536
1010,0.000550
1020,0.000485
1030,0.000508
1040,0.000506
1050,0.000572
1060,0.000542
1070,0.000569
1080,0.000513
1090,0.000528
1100,0.000574
1110,0.000597
1120,0.000575
1130,0.000598
1140,0.000767
1150,0.000601
1160,0.000645
1170,0.000596
1180,0.000622
1190,0.000633
1200,0.000632
1210,0.000666
1220,0.000650
1230,0.000619
1240,0.000644
1250,0.000639
1260,0.000688
1270,0.000725
1280,0.000688
1290,0.000707
1300,0.000663
1310,0.000731
1320,0.000757
1330,0.000837
1340,0.000745
1350,0.000789
1360,0.000678
1370,0.000755
1380,0.000716
1390,0.000782
1400,0.000746
1410,0.000857
1420,0.000800
1430,0.000786
1440,0.000903
1450,0.000785
1460,0.000910
1470,0.000900
1480,0.000867
1490,0.000910
1500,0.000852
1510,0.000994
1520,0.000819
1530,0.000864
1540,0.000881
1550,0.000911
1560,0.000855
1570,0.000899
1580,0.001140
1590,0.001140
1600,0.001031
1610,0.000934
1620,0.000918
1630,0.000956
1640,0.000968
1650,0.000986
1660,0.001036
1670,0.000942
1680,0.000980
1690,0.000999
1700,0.001010
1710,0.000976
1720,0.000998
1730,0.001066
1740,0.001092
1750,0.001002
1760,0.001080
1770,0.001080
1780,0.001155
1790,0.001077
1800,0.001073
1810,0.001109
1820,0.001073
1830,0.001148
1840,0.001165
1850,0.001155
1860,0.001098
1870,0.001128
1880,0.001190
1890,0.001253
1900,0.001095
1910,0.001179
1920,0.001144
1930,0.001157
1940,0.001176
1950,0.001170
1960,0.001232
1970,0.001213
1980,0.001173
1990,0.001227
2000,0.001307
2010,0.001240
2020,0.001264
2030,0.001204
2040,0.001329
2050,0.001322
2060,0.001337
2070,0.001325
2080,0.001321
2090,0.001275
2100,0.001312
2110,0.001374
2120,0.001366
2130,0.001353
2140,0.001341
2150,0.001365
2160,0.001389
2170,0.001385
2180,0.001436
2190,0.001442
2200,0.001384
2210,0.001424
2220,0.001460
2230,0.001518
2240,0.001492
2250,0.001465
2260,0.001479
2270,0.001464
2280,0.001493
2290,0.001617
2300,0.001487
2310,0.001486
2320,0.001505
2330,0.001677
2340,0.001639
2350,0.001647
2360,0.001620
2370,0.001620
2380,0.001538
2390,0.001548
2400,0.001535
2410,0.001642
2420,0.001716
2430,0.001596
2440,0.001731
2450,0.001721
